IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.210.34.188,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.76.213.245,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.81.14,2053,2053,true,HKG,Asia Pacific,Hong Kong,48,0.00
8.210.21.65,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.243.234.9,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.210.101.157,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.3.12,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.217.193.25,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.242.252.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.222.174.108,80,80,false,SIN,Asia Pacific,Singapore,48,0.00
8.219.113.232,2086,2086,false,SIN,Asia Pacific,Singapore,48,0.00
8.217.85.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.236.169.164,2086,2086,false,SIN,Asia Pacific,Singapore,48,0.00
8.218.178.79,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.76.29.115,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.18.235,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.48.92,8443,8443,true,HKG,Asia Pacific,Hong Kong,48,0.00
8.222.244.192,2086,2086,false,SIN,Asia Pacific,Singapore,48,0.00
47.237.95.140,8880,8880,false,SIN,Asia Pacific,Singapore,48,0.00
8.217.145.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.76.204.76,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.81.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.217.147.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.188.129,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.238.0.114,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.243.51.171,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.243.169.63,2053,2053,true,HKG,Asia Pacific,Hong Kong,48,0.00
47.76.213.245,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.217.91.121,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.210.65.1,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.242.171.94,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.236.165.25,8080,8080,false,SIN,Asia Pacific,Singapore,48,0.00
8.219.1.92,80,80,false,SIN,Asia Pacific,Singapore,48,0.00
8.222.237.131,8080,8080,false,SIN,Asia Pacific,Singapore,48,0.00
47.243.243.14,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.76.222.57,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.210.245.224,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.18.132,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.76.192.24,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.242.107.109,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.217.164.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.222.150.197,2082,2082,false,SIN,Asia Pacific,Singapore,48,0.00
8.210.85.222,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.76.146.1,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.236.17.193,2086,2086,false,SIN,Asia Pacific,Singapore,49,0.00
8.218.1.163,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.217.145.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.90.180,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.236.123.133,80,80,false,SIN,Asia Pacific,Singapore,49,0.00
47.76.77.103,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.217.239.116,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.76.146.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.222.167.147,2052,2052,false,SIN,Asia Pacific,Singapore,49,0.00
47.243.5.154,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.242.176.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.26.83,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.142.253,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.217.123.243,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.236.174.206,2095,2095,false,SIN,Asia Pacific,Singapore,49,0.00
47.76.98.98,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.3.24,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.222.208.38,8880,8880,false,SIN,Asia Pacific,Singapore,49,0.00
47.236.144.48,2082,2082,false,SIN,Asia Pacific,Singapore,49,0.00
8.210.244.38,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.126.53,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.76.178.146,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.122.55,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.238.35.50,8443,8443,true,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.169.63,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.217.121.207,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.48.107,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.98.75,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.175.109,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.204.128,80,80,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.219.198.34,8080,8080,false,SIN,Asia Pacific,Singapore,49,0.00
8.218.207.169,80,80,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.243.95,80,80,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.18.199,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.169.63,2096,2096,true,HKG,Asia Pacific,Hong Kong,49,0.00
47.236.121.23,80,80,false,SIN,Asia Pacific,Singapore,49,0.00
8.210.175.109,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.207.214,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.42.155,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.55.134,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.245.224,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.236.118.216,2052,2052,false,SIN,Asia Pacific,Singapore,49,0.00
8.210.146.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.236.144.156,8080,8080,false,SIN,Asia Pacific,Singapore,49,0.00
8.219.147.58,8080,8080,false,SIN,Asia Pacific,Singapore,49,0.00
8.218.2.181,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.236.123.133,2082,2082,false,SIN,Asia Pacific,Singapore,49,0.00
47.243.27.217,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.242.7.162,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.238.40.58,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.245.105.224,8880,8880,false,SIN,Asia Pacific,Singapore,49,0.00
47.238.6.102,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.76.204.76,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.42.171,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.207.169,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.76.146.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.243.14,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.217.251.62,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.18.235,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.217.221.165,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.207.169,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.183.127,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.243.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.222.215.228,2086,2086,false,SIN,Asia Pacific,Singapore,50,0.00
8.217.154.218,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.76.26.26,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.76.222.57,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.18.132,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.242.252.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.222.167.147,2095,2095,false,SIN,Asia Pacific,Singapore,50,0.00
8.217.164.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.210.89.245,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.76.29.115,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.242.7.162,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.242.202.230,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.60.150,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.210.65.1,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.143.10,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.219.139.13,2053,2053,true,SIN,Asia Pacific,Singapore,50,0.00
8.210.55.134,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.173.78,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.76.49.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.236.97.90,2082,2082,false,SIN,Asia Pacific,Singapore,50,0.00
47.243.27.217,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.174.118,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.210.34.188,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.217.91.121,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.67.28,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.201.73,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.243.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.219.124.227,2095,2095,false,SIN,Asia Pacific,Singapore,50,0.00
8.222.160.176,2052,2052,false,SIN,Asia Pacific,Singapore,50,0.00
8.210.43.213,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.65.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.217.49.34,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.74.220,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.242.17.250,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.222.181.117,8080,8080,false,SIN,Asia Pacific,Singapore,51,0.00
8.210.175.109,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.22.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.76.192.24,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.76.213.245,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.243.139.85,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.236.172.95,2052,2052,false,SIN,Asia Pacific,Singapore,51,0.00
47.236.189.92,2095,2095,false,SIN,Asia Pacific,Singapore,51,0.00
8.219.1.92,2052,2052,false,SIN,Asia Pacific,Singapore,51,0.00
8.210.55.134,80,80,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.217.164.10,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.76.227.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.217.123.243,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.76.213.245,80,80,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.236.130.95,80,80,false,SIN,Asia Pacific,Singapore,51,0.00
47.243.234.9,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.242.36.78,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.76.222.57,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.236.205.188,2095,2095,false,SIN,Asia Pacific,Singapore,51,0.00
8.217.149.28,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.76.77.103,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.236.169.15,80,80,false,SIN,Asia Pacific,Singapore,51,0.00
47.243.42.219,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.74.119,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.238.5.0,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.217.232.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.222.191.138,2087,2087,true,SIN,Asia Pacific,Singapore,51,0.00
47.242.232.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.243.186.171,80,80,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.142.253,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.242.36.78,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.243.26.83,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.217.72.0,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.219.199.220,2082,2082,false,SIN,Asia Pacific,Singapore,51,0.00
47.242.54.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.217.72.0,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.217.250.222,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.210.245.224,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.210.100.23,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.242.202.230,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.173.78,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.8.142,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.238.40.58,80,80,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.236.172.71,2095,2095,false,SIN,Asia Pacific,Singapore,52,0.00
47.243.27.217,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.218.143.10,8880,8880,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.217.149.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.242.17.250,80,80,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.217.232.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.242.17.250,8880,8880,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.236.144.208,80,80,false,SIN,Asia Pacific,Singapore,52,0.00
47.243.255.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.236.117.48,2052,2052,false,SIN,Asia Pacific,Singapore,52,0.00
8.222.237.131,2082,2082,false,SIN,Asia Pacific,Singapore,52,0.00
47.243.42.155,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.76.214.139,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.210.65.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.217.149.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.238.0.114,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.217.159.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.210.192.93,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.243.139.85,2086,2086,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.217.85.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.242.42.153,2086,2086,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.76.222.57,2086,2086,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.222.181.117,2086,2086,false,SIN,Asia Pacific,Singapore,52,0.00
8.218.143.10,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.76.178.146,2086,2086,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.218.188.129,80,80,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.242.36.78,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.245.86.230,8080,8080,false,SIN,Asia Pacific,Singapore,52,0.00
8.217.149.28,2086,2086,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.218.85.128,8880,8880,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.222.237.131,80,80,false,SIN,Asia Pacific,Singapore,52,0.00
47.242.54.157,80,80,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.236.170.54,80,80,false,SIN,Asia Pacific,Singapore,52,0.00
47.242.232.14,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.76.37.57,2083,2083,true,HKG,Asia Pacific,Hong Kong,52,0.00
47.242.42.153,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.243.42.219,80,80,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.76.32.108,80,80,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.210.107.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.238.0.114,80,80,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.222.244.192,2082,2082,false,SIN,Asia Pacific,Singapore,53,0.00
47.238.40.58,2052,2052,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.222.136.247,2087,2087,true,SIN,Asia Pacific,Singapore,53,0.00
8.210.107.246,80,80,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.218.65.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.238.35.50,2052,2052,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.217.193.25,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.57.245.232,80,80,false,SJC,North America,San Jose,53,0.00
8.210.119.11,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.218.18.132,2086,2086,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.242.171.94,2095,2095,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.218.146.204,2086,2086,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.219.201.245,2052,2052,false,SIN,Asia Pacific,Singapore,53,0.00
8.210.39.96,2086,2086,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.76.49.246,80,80,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.243.26.83,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.210.66.190,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.238.5.0,2095,2095,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.218.3.12,8080,8080,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.217.248.220,2086,2086,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.217.50.252,80,80,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.237.94.140,80,80,false,SIN,Asia Pacific,Singapore,53,0.00
47.242.252.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.218.98.75,2086,2086,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.219.49.65,2052,2052,false,SIN,Asia Pacific,Singapore,53,0.00
8.218.2.181,2095,2095,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.76.227.128,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.218.1.163,8080,8080,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.236.253.41,2082,2082,false,SIN,Asia Pacific,Singapore,53,0.00
8.218.228.152,80,80,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.210.34.188,8080,8080,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.238.5.0,8080,8080,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.236.169.141,2095,2095,false,SIN,Asia Pacific,Singapore,53,0.00
47.76.33.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.210.65.1,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.218.201.73,2082,2082,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.217.251.62,80,80,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.210.42.171,2086,2086,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.210.119.11,2095,2095,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.76.189.102,2095,2095,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.76.29.115,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.76.146.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.222.150.197,2086,2086,false,SIN,Asia Pacific,Singapore,54,0.00
8.222.137.192,2083,2083,true,SIN,Asia Pacific,Singapore,54,0.00
8.217.123.243,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,0.00
8.217.127.73,2086,2086,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.222.183.242,2082,2082,false,SIN,Asia Pacific,Singapore,54,0.00
8.210.43.213,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.243.70.186,2096,2096,true,HKG,Asia Pacific,Hong Kong,54,0.00
8.210.101.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.210.3.24,2095,2095,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.219.104.37,2086,2086,false,SIN,Asia Pacific,Singapore,54,0.00
8.217.232.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.236.170.225,2095,2095,false,SIN,Asia Pacific,Singapore,54,0.00
47.76.233.67,2095,2095,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.242.17.250,80,80,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.76.222.57,8880,8880,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.76.77.103,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.243.67.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.243.60.150,2095,2095,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.243.60.150,2052,2052,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.243.206.150,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.218.18.235,2052,2052,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.243.139.243,2053,2053,true,HKG,Asia Pacific,Hong Kong,54,0.00
47.76.227.128,2095,2095,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.218.3.12,2052,2052,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.243.139.243,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.237.95.140,2052,2052,false,SIN,Asia Pacific,Singapore,54,0.00
8.219.126.240,2082,2082,false,SIN,Asia Pacific,Singapore,54,0.00
47.238.5.0,2082,2082,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.238.6.58,8880,8880,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.217.164.10,80,80,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.218.142.253,2086,2086,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.217.181.213,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.243.107.148,80,80,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.76.227.128,2095,2095,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.218.143.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.219.111.175,2052,2052,false,SIN,Asia Pacific,Singapore,55,0.00
47.76.204.76,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.218.3.198,80,80,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.217.248.220,2095,2095,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.217.50.252,2082,2082,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.218.74.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.210.107.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,0.00
47.243.51.171,8080,8080,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.236.121.23,2095,2095,false,SIN,Asia Pacific,Singapore,55,0.00
47.242.183.7,2096,2096,true,HKG,Asia Pacific,Hong Kong,55,0.00
8.218.146.204,80,80,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.219.201.245,2082,2082,false,SIN,Asia Pacific,Singapore,55,0.00
47.243.67.28,2095,2095,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.238.5.0,80,80,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.222.164.209,8080,8080,false,SIN,Asia Pacific,Singapore,55,0.00
47.243.169.63,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,0.00
47.76.203.101,80,80,false,HKG,Asia Pacific,Hong Kong,55,0.00
47.236.83.239,8880,8880,false,SIN,Asia Pacific,Singapore,55,0.00
8.222.183.242,80,80,false,SIN,Asia Pacific,Singapore,55,0.00
8.219.120.87,8880,8880,false,SIN,Asia Pacific,Singapore,55,0.00
47.76.213.245,80,80,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.218.1.163,80,80,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.218.155.238,8880,8880,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.210.100.23,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.218.74.119,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,0.00
47.243.90.180,2082,2082,false,HKG,Asia Pacific,Hong Kong,55,0.00
8.219.200.145,2095,2095,false,SIN,Asia Pacific,Singapore,56,0.00
47.236.169.141,8080,8080,false,SIN,Asia Pacific,Singapore,56,0.00
8.217.147.230,2086,2086,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.218.146.204,2095,2095,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.210.48.107,2082,2082,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.218.52.115,2053,2053,true,HKG,Asia Pacific,Hong Kong,56,0.00
8.218.18.132,2082,2082,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.242.17.250,2052,2052,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.222.222.64,2082,2082,false,SIN,Asia Pacific,Singapore,56,0.00
8.219.104.37,80,80,false,SIN,Asia Pacific,Singapore,56,0.00
8.219.126.240,2052,2052,false,SIN,Asia Pacific,Singapore,56,0.00
47.243.60.150,2052,2052,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.217.127.73,8080,8080,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.242.42.153,2095,2095,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.243.183.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.236.145.85,2095,2095,false,SIN,Asia Pacific,Singapore,56,0.00
8.218.143.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.219.111.147,8443,8443,true,SIN,Asia Pacific,Singapore,56,0.00
8.219.132.64,2086,2086,false,SIN,Asia Pacific,Singapore,56,0.00
